序號,詞語,等別,級別,情境,書面字頻(每百萬字),口語字頻(每百萬字),簡編本系統號,參考注音,參考漢語拼音
3618,接收,進階,第5級,核心詞,19,8,"[['接收', ['22013']]]",ㄐㄧㄝ ㄕㄡ,jiēshōu
3619,解說,進階,第5級,8.教育、學習,17,23,"[['解說', ['22214']]]",ㄐㄧㄝˇ ㄕㄨㄛ,jiěshuō
3620,街頭,進階,第5級,9.購物、商店,26,49,[],ㄐㄧㄝ ㄊㄡˊ,jiētóu
3621,結尾,進階,第5級,4.休閒、娛樂,13,2,"[['結尾', ['22100']]]",ㄐㄧㄝˊ ㄨㄟˇ,jiéwěi
3622,借用,進階,第5級,核心詞,12,3,"[['借用', ['22278']]]",ㄐㄧㄝˋ ㄩㄥˋ,jièyòng
3623,截止,進階,第5級,核心詞,3,1,"[['截止', ['22171']]]",ㄐㄧㄝˊ ㄓˇ,jiézhǐ
3624,戒指,進階,第5級,9.購物、商店,13,4,"[['戒指', ['22253']]]",ㄐㄧㄝˋ ㄓˇ,jièzhǐ
3625,節奏,進階,第5級,核心詞,28,15,"[['節奏', ['22152']]]",ㄐㄧㄝˊ ㄗㄡˋ,jiézòu
3626,禁不住,進階,第5級,核心詞,6,0,"[['禁不住', ['23225']]]",ㄐㄧㄣ ㄅㄨˊ ㄓㄨˋ,jīnbúzhù
3627,近代,進階,第5級,8.教育、學習,23,10,"[['近代', ['23282']]]",ㄐㄧㄣˋ ㄉㄞˋ,jìndài
3628,進度,進階,第5級,8.教育、學習,14,16,"[['進度', ['23330']]]",ㄐㄧㄣˋ ㄉㄨˋ,jìndù
3629,進攻,進階,第5級,4.休閒、娛樂,34,5,"[['進攻', ['23335']]]",ㄐㄧㄣˋ ㄍㄨㄥ,jìngōng
3630,儘管,進階,第5級,核心詞,145,53,"[['儘管', ['23269']]]",ㄐㄧㄣˇ ㄍㄨㄢˇ,jǐnguǎn
3631,緊急,進階,第5級,7.身體、醫療,34,57,"[['緊急', ['23255']]]",ㄐㄧㄣˇ ㄐㄧˊ,jǐnjí
3632,僅僅/僅,進階,第5級,核心詞,131,32,"[['僅僅', ['23232']], ['僅', ['23231']]]",ㄐㄧㄣˇ ㄐㄧㄣˇ / ㄐㄧㄣˇ,jǐnjǐn/jǐn
3633,盡快/儘快,進階,第5級,核心詞,19,25,"[['盡快', ['23396']], ['儘快', ['23270']]]",ㄐㄧㄣˋ ㄎㄨㄞˋ/ㄐㄧㄣˇ ㄎㄨㄞˋ,jìnkuài/jǐnkuài
3634,近來,進階,第5級,核心詞,11,4,"[['近來', ['23285']]]",ㄐㄧㄣˋ ㄌㄞˊ,jìnlái
3635,盡力,進階,第5級,核心詞,25,21,"[['盡力', ['23392']]]",ㄐㄧㄣˋ ㄌㄧˋ,jìnlì
3636,盡量/儘量,進階,第5級,核心詞,76,117,"[['盡量', ['23394']], ['儘量', ['23268']]]",ㄐㄧㄣˋ ㄌㄧㄤˋ/ㄐㄧㄣˇ ㄌㄧㄤˋ,jìnliàng/jǐnliàng
3637,緊密,進階,第5級,核心詞,21,16,"[['緊密', ['23251']]]",ㄐㄧㄣˇ ㄇㄧˋ,jǐnmì
3638,金牌,進階,第5級,4.休閒、娛樂,5,3,"[['金牌', ['23148']]]",ㄐㄧㄣ ㄆㄞˊ,jīnpái
3639,金融,進階,第5級,14.社會,32,43,"[['金融', ['23192']]]",ㄐㄧㄣ ㄖㄨㄥˊ,jīnróng
3640,謹慎,進階,第5級,核心詞,37,16,"[['謹慎', ['23241']]]",ㄐㄧㄣˇ ㄕㄣˋ,jǐnshèn
3641,近視,進階,第5級,7.身體、醫療,4,2,"[['近視', ['23296']]]",ㄐㄧㄣˋ ㄕˋ,jìnshì
3642,金屬,進階,第5級,13.自然環境,21,20,"[['金屬', ['23190']]]",ㄐㄧㄣ ㄕㄨˇ,jīnshǔ
3643,進行,進階,第5級,核心詞,343,288,"[['進行', ['23351']]]",ㄐㄧㄣˋ ㄒㄧㄥˊ,jìnxíng
3644,進展,進階,第5級,3.職業,37,12,"[['進展', ['23354']]]",ㄐㄧㄣˋ ㄓㄢˇ,jìnzhǎn
3645,禁止,進階,第5級,核心詞,32,38,"[['禁止', ['23380']]]",ㄐㄧㄣˋ ㄓˇ,jìnzhǐ
3646,金子,進階,第5級,13.自然環境,13,1,[],ㄐㄧㄣ ˙ㄗ,jīnzi
3647,盡/儘,進階,第5級,核心詞,88,62,"[['盡', ['23390']], ['儘', ['23267']]]",ㄐㄧㄣˋ/ㄐㄧㄣˇ,jìn/jǐn
3648,井,進階,第5級,核心詞,38,21,"[['井', ['23702']]]",ㄐㄧㄥˇ,jǐng
3649,精彩/精采,進階,第5級,4.休閒、娛樂,42,51,"[['精彩', ['23603']], ['精采', ['23602']]]",ㄐㄧㄥ ㄘㄞˇ,jīngcǎi
3650,警察局,進階,第5級,12.安全,9,6,[],ㄐㄧㄥˇ ㄔㄚˊ ㄐㄩˊ,jǐngchájú
3651,景點,進階,第5級,5.交通、旅遊,6,19,[],ㄐㄧㄥˇ ㄉㄧㄢˇ,jǐngdiǎn
3652,經費,進階,第5級,3.職業,29,33,"[['經費', ['23621']]]",ㄐㄧㄥ ㄈㄟˋ,jīngfèi
3653,警告,進階,第5級,核心詞,43,28,"[['警告', ['23725']]]",ㄐㄧㄥˇ ㄍㄠˋ,jǐnggào
3654,經濟學,進階,第5級,8.教育、學習,16,7,[],ㄐㄧㄥ ㄐㄧˋ ㄒㄩㄝˊ,jīngjìxué
3655,敬酒,進階,第5級,6.社交、人際,4,1,[],ㄐㄧㄥˋ ㄐㄧㄡˇ,jìngjiǔ
3656,精力,進階,第5級,7.身體、醫療,39,9,"[['精力', ['23574']]]",ㄐㄧㄥ ㄌㄧˋ,jīnglì
3657,經歷,進階,第5級,核心詞,98,68,"[['經歷', ['23627']]]",ㄐㄧㄥ ㄌㄧˋ,jīnglì
3658,景氣,進階,第5級,14.社會,8,9,"[['景氣', ['23711']]]",ㄐㄧㄥˇ ㄑㄧˋ,jǐngqì
3659,驚奇,進階,第5級,核心詞,24,5,"[['驚奇', ['23686']]]",ㄐㄧㄥ ㄑㄧˊ,jīngqí
3660,精確,進階,第5級,核心詞,25,10,"[['精確', ['23586']]]",ㄐㄧㄥ ㄑㄩㄝˋ,jīngquè
3661,驚人,進階,第5級,核心詞,44,37,"[['驚人', ['23697']]]",ㄐㄧㄥ ㄖㄣˊ,jīngrén
3662,競賽,進階,第5級,4.休閒、娛樂,18,10,"[['競賽', ['23837']]]",ㄐㄧㄥˋ ㄙㄞˋ,jìngsài
3663,鏡頭,進階,第5級,4.休閒、娛樂,28,32,"[['鏡頭', ['23801']]]",ㄐㄧㄥˋ ㄊㄡˊ,jìngtóu
3664,警衛,進階,第5級,12.安全,11,2,"[['警衛', ['23744']]]",ㄐㄧㄥˇ ㄨㄟˋ,jǐngwèi
3665,驚喜,進階,第5級,核心詞,19,19,"[['驚喜', ['23687']]]",ㄐㄧㄥ ㄒㄧˇ,jīngxǐ
3666,景象,進階,第5級,5.交通、旅遊,33,28,"[['景象', ['23712']]]",ㄐㄧㄥˇ ㄒㄧㄤˋ,jǐngxiàng
3667,精心,進階,第5級,16.情緒、態度,18,6,"[['精心', ['23588']]]",ㄐㄧㄥ ㄒㄧㄣ,jīngxīn
3668,競選,進階,第5級,14.社會,9,6,"[['競選', ['23832']]]",ㄐㄧㄥˋ ㄒㄩㄢˇ,jìngxuǎn
3669,經營,進階,第5級,3.職業,160,93,"[['經營', ['23654']]]",ㄐㄧㄥ ㄧㄥˊ,jīngyíng
3670,經由,進階,第5級,核心詞,47,28,"[['經由', ['23652']]]",ㄐㄧㄥ ㄧㄡˊ,jīngyóu
3671,酒店,進階,第5級,5.交通、旅遊,13,4,"[['酒店', ['22631']]]",ㄐㄧㄡˇ ㄉㄧㄢˋ,jiǔdiàn
3672,就讀,進階,第5級,8.教育、學習,19,23,"[['就讀', ['22725']]]",ㄐㄧㄡˋ ㄉㄨˊ,jiùdú
3673,糾紛,進階,第5級,12.安全,11,4,"[['糾紛', ['22574']]]",ㄐㄧㄡ ㄈㄣ,jiūfēn
3674,究竟,進階,第5級,核心詞,104,50,"[['究竟', ['22692']]]",ㄐㄧㄡˋ ㄐㄧㄥˋ,jiùjìng
3675,救命,進階,第5級,7.身體、醫療,10,13,"[['救命', ['22699']]]",ㄐㄧㄡˋ ㄇㄧㄥˋ,jiùmìng
3676,就學,進階,第5級,3.職業,5,7,"[['就學', ['22730']]]",ㄐㄧㄡˋ ㄒㄩㄝˊ,jiùxué
3677,就業,進階,第5級,3.職業,14,41,"[['就業', ['22740']]]",ㄐㄧㄡˋ ㄧㄝˋ,jiùyè
3678,局,進階,第5級,核心詞,27,18,"[['局', ['23888']]]",ㄐㄩˊ,jú
3679,具備,進階,第5級,核心詞,49,22,"[['具備', ['24010']]]",ㄐㄩˋ ㄅㄟˋ,jùbèi
3680,劇本,進階,第5級,4.休閒、娛樂,39,9,"[['劇本', ['24053']]]",ㄐㄩˋ ㄅㄣˇ,jùběn
3681,巨大/巨,進階,第5級,核心詞,89,45,"[['巨大', ['23963']], ['巨', ['23958']]]",ㄐㄩˋ ㄉㄚˋ/ㄐㄩˋ,jùdà/jù
3682,舉動,進階,第5級,核心詞,24,11,"[['舉動', ['23936']]]",ㄐㄩˇ ㄉㄨㄥˋ,jǔdòng
3683,聚會,進階,第5級,6.社交、人際,28,11,"[['聚會', ['24038']]]",ㄐㄩˋ ㄏㄨㄟˋ,jùhuì
3684,聚集,進階,第5級,核心詞,33,42,"[['聚集', ['24041']]]",ㄐㄩˋ ㄐㄧˊ,jùjí
3685,俱樂部,進階,第5級,6.社交、人際,28,5,"[['俱樂部', ['24019']]]",ㄐㄩˋ ㄌㄜˋ ㄅㄨˋ,jùlèbù
3686,劇烈,進階,第5級,7.身體、醫療,18,21,"[['劇烈', ['24059']]]",ㄐㄩˋ ㄌㄧㄝˋ,jùliè
3687,劇情,進階,第5級,4.休閒、娛樂,13,4,"[['劇情', ['24060']]]",ㄐㄩˋ ㄑㄧㄥˊ,jùqíng
3688,居住,進階,第5級,2.日常起居,45,58,"[['居住', ['23877']]]",ㄐㄩ ㄓㄨˋ,jūzhù
3689,捲,進階,第5級,核心詞,19,15,"[['捲', ['24214']]]",ㄐㄩㄢˇ,juǎn
3690,捐,進階,第5級,核心詞,13,34,"[['捐', ['24198']]]",ㄐㄩㄢ,juān
3691,捐款,進階,第5級,14.社會,8,16,"[['捐款', ['24199']]]",ㄐㄩㄢ ㄎㄨㄢˇ,juānkuǎn
3692,卷,進階,第5級,核心詞,82,9,"[['卷', ['24212', '24222', '26090']]]",ㄐㄩㄢˇ/ㄐㄩㄢˋ,juǎn/juàn
3693,決策,進階,第5級,3.職業,74,9,"[['決策', ['24103']]]",ㄐㄩㄝˊ ㄘㄜˋ,juécè
3694,決賽,進階,第5級,4.休閒、娛樂,3,1,"[['決賽', ['24104']]]",ㄐㄩㄝˊ ㄙㄞˋ,juésài
3695,絕望,進階,第5級,16.情緒、態度,37,10,"[['絕望', ['24172']]]",ㄐㄩㄝˊ ㄨㄤˋ,juéwàng
3696,軍,進階,第5級,核心詞,64,56,"[['軍', ['24264']]]",ㄐㄩㄣ,jūn
3697,軍人,進階,第5級,3.職業,33,25,[],ㄐㄩㄣ ㄖㄣˊ,jūnrén
3698,軍事,進階,第5級,14.社會,73,91,"[['軍事', ['24299']]]",ㄐㄩㄣ ㄕˋ,jūnshì
3699,卡,進階,第5級,11.公共服務,16,42,"[['卡', ['17916', '24784']]]",ㄎㄚˇ,kǎ
3700,開除,進階,第5級,3.職業,12,5,"[['開除', ['18201']]]",ㄎㄞ ㄔㄨˊ,kāichú
3701,開創,進階,第5級,核心詞,19,10,"[['開創', ['18203']]]",ㄎㄞ ㄔㄨㄤˋ,kāichuàng
3702,開刀,進階,第5級,7.身體、醫療,15,39,"[['開刀', ['18132']]]",ㄎㄞ ㄉㄠ,kāidāo
3703,開發,進階,第5級,3.職業,76,103,"[['開發', ['18124']]]",ㄎㄞ ㄈㄚ,kāifā
3704,開關,進階,第5級,核心詞,22,12,"[['開關', ['18158']]]",ㄎㄞ ㄍㄨㄢ,kāiguān
3705,開戶,進階,第5級,11.公共服務,1,1,"[['開戶', ['18169']]]",ㄎㄞ ㄏㄨˋ,kāihù
3706,開幕式,進階,第5級,4.休閒、娛樂,2,1,[],ㄎㄞ ㄇㄨˋ ㄕˋ,kāimùshì
3707,開頭,進階,第5級,核心詞,18,4,"[['開頭', ['18140']]]",ㄎㄞ ㄊㄡˊ,kāitóu
3708,看2,進階,第5級,核心詞,1808,3076,"[['看', ['18398', '18436']]]",ㄎㄢ,kān
3709,刊登,進階,第5級,8.教育、學習,17,3,"[['刊登', ['18391']]]",ㄎㄢ ㄉㄥ,kāndēng
3710,看診,進階,第5級,7.身體、醫療,6,10,"[['看診', ['45269']]]",ㄎㄢˋ ㄓㄣˇ,kànzhěn
3711,抗拒,進階,第5級,核心詞,27,7,"[['抗拒', ['18519']]]",ㄎㄤˋ ㄐㄩˋ,kàngjù
3712,抗議,進階,第5級,14.社會,29,70,"[['抗議', ['18524']]]",ㄎㄤˋ ㄧˋ,kàngyì
3713,考量,進階,第5級,核心詞,34,31,"[['考量', ['18259']]]",ㄎㄠˇ ㄌㄧㄤˊ,kǎoliáng
3714,考取,進階,第5級,8.教育、學習,4,4,"[['考取', ['18269']]]",ㄎㄠˇ ㄑㄩˇ,kǎoqǔ
3715,烤箱,進階,第5級,10.餐飲、烹飪,4,5,"[['烤箱', ['18288']]]",ㄎㄠˇ ㄒㄧㄤ,kǎoxiāng
3716,考驗,進階,第5級,核心詞,26,56,"[['考驗', ['18278']]]",ㄎㄠˇ ㄧㄢˋ,kǎoyàn
3717,刻,進階,第5級,核心詞,67,40,"[['刻', ['18041']]]",ㄎㄜˋ,kè
3718,客,進階,第5級,9.購物、商店,10,15,"[['客', ['18057']]]",ㄎㄜˋ,kè
3719,科,進階,第5級,8.教育、學習,18,25,"[['科', ['17939']]]",ㄎㄜ,kē
3720,克服,進階,第5級,核心詞,50,53,"[['克服', ['18028']]]",ㄎㄜˋ ㄈㄨˊ,kèfú
3721,客觀,進階,第5級,16.情緒、態度,37,10,"[['客觀', ['18065']]]",ㄎㄜˋ ㄍㄨㄢ,kèguān
3722,可見,進階,第5級,核心詞,15,16,"[['可見', ['17993']]]",ㄎㄜˇ ㄐㄧㄢˋ,kějiàn
3723,可口,進階,第5級,10.餐飲、烹飪,10,6,"[['可口', ['17990']]]",ㄎㄜˇ ㄎㄡˇ,kěkǒu
3724,可惡,進階,第5級,核心詞,10,4,"[['可惡', ['18016']]]",ㄎㄜˇ ㄨˋ,kěwù
3725,可信,進階,第5級,核心詞,8,2,"[['可信', ['18002']]]",ㄎㄜˇ ㄒㄧㄣˋ,kěxìn
3726,課業,進階,第5級,8.教育、學習,11,12,"[['課業', ['18099']]]",ㄎㄜˋ ㄧㄝˋ,kèyè
3727,空白,進階,第5級,4.休閒、娛樂,14,9,"[['空白', ['18976']]]",ㄎㄨㄥˋ ㄅㄞˊ,kòngbái
3728,空地,進階,第5級,2.日常起居,12,6,"[['空地', ['18978']]]",ㄎㄨㄥˋ ㄉㄧˋ,kòngdì
3729,恐懼,進階,第5級,16.情緒、態度,108,33,"[['恐懼', ['18972']]]",ㄎㄨㄥˇ ㄐㄩˋ,kǒngjù
3730,空難,進階,第5級,12.安全,4,3,"[['空難', ['18916']]]",ㄎㄨㄥ ㄋㄢˋ,kōngnàn
3731,空手,進階,第5級,核心詞,3,1,"[['空手', ['18947']]]",ㄎㄨㄥ ㄕㄡˇ,kōngshǒu
3732,空閒,進階,第5級,3.職業,6,6,"[['空閒', ['18984']]]",ㄎㄨㄥˋ ㄒㄧㄢˊ,kòngxián
3733,空運,進階,第5級,11.公共服務,2,3,"[['空運', ['18952']]]",ㄎㄨㄥ ㄩㄣˋ,kōngyùn
3734,控制,進階,第5級,核心詞,176,122,"[['控制', ['18991']]]",ㄎㄨㄥˋ ㄓˋ,kòngzhì
3735,口才,進階,第5級,6.社交、人際,4,3,"[['口才', ['18351']]]",ㄎㄡˇ ㄘㄞˊ,kǒucái
3736,口號,進階,第5級,14.社會,18,14,"[['口號', ['18322']]]",ㄎㄡˇ ㄏㄠˋ,kǒuhào
3737,口氣,進階,第5級,核心詞,25,4,"[['口氣', ['18331']]]",ㄎㄡˇ ㄑㄧˋ,kǒuqì
3738,口頭,進階,第5級,核心詞,11,4,"[['口頭', ['18314']]]",ㄎㄡˇ ㄊㄡˊ,kǒutóu
3739,口語,進階,第5級,1.個人資料,11,3,"[['口語', ['18358']]]",ㄎㄡˇ ㄩˇ,kǒuyǔ
3740,苦惱,進階,第5級,16.情緒、態度,15,5,"[['苦惱', ['18571']]]",ㄎㄨˇ ㄋㄠˇ,kǔnǎo
3741,哭泣,進階,第5級,核心詞,26,4,"[['哭泣', ['18556']]]",ㄎㄨ ㄑㄧˋ,kūqì
3742,跨,進階,第5級,核心詞,29,20,"[['跨', ['18642']]]",ㄎㄨㄚˋ,kuà
3743,垮,進階,第5級,核心詞,7,7,"[['垮', ['18638']]]",ㄎㄨㄚˇ,kuǎ
3744,跨國,進階,第5級,3.職業,11,5,"[['跨國', ['18646']]]",ㄎㄨㄚˋ ㄍㄨㄛˊ,kuàguó
3745,誇獎/誇,進階,第5級,6.社交、人際,15,7,"[['誇獎', ['18631']], ['誇', ['18628']]]",ㄎㄨㄚ ㄐㄧㄤˇ/ㄎㄨㄚ,kuājiǎng/kuā
3746,誇張,進階,第5級,4.休閒、娛樂,27,19,"[['誇張', ['18633']]]",ㄎㄨㄚ ㄓㄤ,kuāzhāng
3747,快遞,進階,第5級,11.公共服務,5,2,"[['快遞', ['18678']]]",ㄎㄨㄞˋ ㄉㄧˋ,kuàidì
3748,寬廣,進階,第5級,核心詞,13,10,"[['寬廣', ['18779']]]",ㄎㄨㄢ ㄍㄨㄤˇ,kuānguǎng
3749,狂,進階,第5級,16.情緒、態度,21,7,"[['狂', ['18855']]]",ㄎㄨㄤˊ,kuáng
3750,困,進階,第5級,核心詞,14,25,"[['困', ['18826']]]",ㄎㄨㄣˋ,kùn
3751,困境,進階,第5級,核心詞,45,38,"[['困境', ['18832']]]",ㄎㄨㄣˋ ㄐㄧㄥˋ,kùnjìng
3752,困擾,進階,第5級,核心詞,55,31,"[['困擾', ['18839']]]",ㄎㄨㄣˋ ㄖㄠˇ,kùnrǎo
3753,擴大,進階,第5級,3.職業,46,53,"[['擴大', ['18662']]]",ㄎㄨㄛˋ ㄉㄚˋ,kuòdà
3754,擴張,進階,第5級,3.職業,22,14,"[['擴張', ['18667']]]",ㄎㄨㄛˋ ㄓㄤ,kuòzhāng
3755,喇叭,進階,第5級,17.科技,8,8,"[['喇叭', ['13189']]]",ㄌㄚˇ ㄅㄚ,lǎbā
3756,蠟燭,進階,第5級,核心詞,17,12,"[['蠟燭', ['13216']]]",ㄌㄚˋ ㄓㄨˊ,làzhú
3757,來電,進階,第5級,核心詞,7,2,"[['來電', ['13276']]]",ㄌㄞˊ ㄉㄧㄢˋ,láidiàn
3758,來臨,進階,第5級,核心詞,27,22,"[['來臨', ['13280']]]",ㄌㄞˊ ㄌㄧㄣˊ,láilín
3759,攔,進階,第5級,核心詞,5,6,"[['攔', ['13721']]]",ㄌㄢˊ,lán
3760,爛,進階,第5級,10.餐飲、烹飪,33,27,"[['爛', ['13799']]]",ㄌㄢˋ,làn
3761,懶惰,進階,第5級,核心詞,9,10,"[['懶惰', ['13768']]]",ㄌㄢˇ ㄉㄨㄛˋ,lǎnduò
3762,狼,進階,第5級,13.自然環境,50,13,"[['狼', ['13813']]]",ㄌㄤˊ,láng
3763,老大,進階,第5級,核心詞,31,26,"[['老大', ['13505']]]",ㄌㄠˇ ㄉㄚˋ,lǎodà
3764,嘮叨,進階,第5級,核心詞,7,3,"[['嘮叨', ['13468']]]",ㄌㄠˊ ㄉㄠ,láodāo
3765,勞動,進階,第5級,3.職業,36,19,"[['勞動', ['13440']]]",ㄌㄠˊ ㄉㄨㄥˋ,láodòng
3766,勞工,進階,第5級,3.職業,14,31,"[['勞工', ['13450']]]",ㄌㄠˊ ㄍㄨㄥ,láogōng
3767,老家,進階,第5級,2.日常起居,15,25,"[['老家', ['13557']]]",ㄌㄠˇ ㄐㄧㄚ,lǎojiā
3768,老舊,進階,第5級,2.日常起居,11,12,"[['老舊', ['13561']]]",ㄌㄠˇ ㄐㄧㄡˋ,lǎojiù
3769,老人家,進階,第5級,核心詞,36,77,"[['老人家', ['13604']]]",ㄌㄠˇ ㄖㄣˊ ˙ㄐㄧㄚ,lǎorénjia
3770,老實,進階,第5級,16.情緒、態度,18,17,"[['老實', ['13589']]]",ㄌㄠˇ ㄕˊ,lǎoshí
3771,老天,進階,第5級,核心詞,18,17,"[['老天', ['13525']]]",ㄌㄠˇ ㄊㄧㄢ,lǎotiān
3772,老天爺,進階,第5級,核心詞,10,25,"[['老天爺', ['13526']]]",ㄌㄠˇ ㄊㄧㄢ ㄧㄝˊ,lǎotiānyé
3773,老頭/老頭子/老頭兒,進階,第5級,核心詞,54,2,"[['老頭', ['13524']]]",ㄌㄠˇ ㄊㄡˊ/ㄌㄠˇ ㄊㄡˊ ˙ㄗ/ㄌㄠˇ ㄊㄡˊㄦ,lǎotóu/lǎotóuzi/lǎotóur
3774,老鷹/鷹,進階,第5級,13.自然環境,27,22,"[['老鷹', ['13629']], ['鷹', ['42417']]]",ㄌㄠˇ ㄧㄥ/ㄧㄥ,lǎoyīng/yīng
3775,樂意,進階,第5級,核心詞,18,11,"[['樂意', ['13266']]]",ㄌㄜˋ ㄧˋ,lèyì
3776,樂園,進階,第5級,4.休閒、娛樂,8,2,"[['樂園', ['13267']]]",ㄌㄜˋ ㄩㄢˊ,lèyuán
3777,雷,進階,第5級,13.自然環境,13,18,"[['雷', ['13323']]]",ㄌㄟˊ,léi
3778,類別,進階,第5級,8.教育、學習,32,3,"[['類別', ['13408']]]",ㄌㄟˋ ㄅㄧㄝˊ,lèibié
3779,累積,進階,第5級,核心詞,58,75,"[['累積', ['13369']]]",ㄌㄟˇ ㄐㄧ,lěijī
3780,淚水,進階,第5級,7.身體、醫療,24,6,"[['淚水', ['13393']]]",ㄌㄟˋ ㄕㄨㄟˇ,lèishuǐ
3781,類似,進階,第5級,核心詞,111,94,"[['類似', ['13417']]]",ㄌㄟˋ ㄙˋ,lèisì
3782,冷冰冰,進階,第5級,16.情緒、態度,4,3,"[['冷冰冰', ['13864']]]",ㄌㄥˇ ㄅㄧㄥ ㄅㄧㄥ,lěngbīngbīng
3783,冷淡,進階,第5級,6.社交、人際,10,2,"[['冷淡', ['13876']]]",ㄌㄥˇ ㄉㄢˋ,lěngdàn
3784,冷凍,進階,第5級,10.餐飲、烹飪,8,9,"[['冷凍', ['13878']]]",ㄌㄥˇ ㄉㄨㄥˋ,lěngdòng
3785,冷靜,進階,第5級,1.個人資料,37,21,"[['冷靜', ['13892']]]",ㄌㄥˇ ㄐㄧㄥˋ,lěngjìng
3786,冷漠,進階,第5級,6.社交、人際,18,5,"[['冷漠', ['13868']]]",ㄌㄥˇ ㄇㄛˋ,lěngmò
3787,梨,進階,第5級,10.餐飲、烹飪,8,8,"[['梨', ['13936']]]",ㄌㄧˊ,lí
3788,利,進階,第5級,核心詞,35,26,"[['利', ['14178']]]",ㄌㄧˋ,lì
3789,粒,進階,第5級,核心詞,20,34,"[['粒', ['14171']]]",ㄌㄧˋ,lì
3790,立場,進階,第5級,核心詞,54,51,"[['立場', ['14157']]]",ㄌㄧˋ ㄔㄤˊ,lìcháng
3791,禮服,進階,第5級,9.購物、商店,10,4,"[['禮服', ['14087']]]",ㄌㄧˇ ㄈㄨˊ,lǐfú
3792,立即,進階,第5級,核心詞,109,20,"[['立即', ['14151']]]",ㄌㄧˋ ㄐㄧˊ,lìjí
3793,理解,進階,第5級,核心詞,147,50,"[['理解', ['14040']]]",ㄌㄧˇ ㄐㄧㄝˇ,lǐjiě
3794,力量,進階,第5級,核心詞,208,227,"[['力量', ['14116']]]",ㄌㄧˋ ㄌㄧㄤˋ,lìliàng
3795,理論,進階,第5級,8.教育、學習,229,35,"[['理論', ['14032']]]",ㄌㄧˇ ㄌㄨㄣˋ,lǐlùn
3796,利潤,進階,第5級,9.購物、商店,26,16,"[['利潤', ['14202']]]",ㄌㄧˋ ㄖㄨㄣˋ,lìrùn
3797,理所當然,進階,第5級,16.情緒、態度,23,8,"[['理所當然', ['14058']]]",ㄌㄧˇ ㄙㄨㄛˇ ㄉㄤ ㄖㄢˊ,lǐsuǒdāngrán
3798,利息,進階,第5級,11.公共服務,9,11,"[['利息', ['14195']]]",ㄌㄧˋ ㄒㄧˊ,lìxí
3799,理性,進階,第5級,16.情緒、態度,61,14,"[['理性', ['14046']]]",ㄌㄧˇ ㄒㄧㄥˋ,lǐxìng
3800,利益,進階,第5級,14.社會,71,38,"[['利益', ['14203']]]",ㄌㄧˋ ㄧˋ,lìyì
3801,禮儀,進階,第5級,15.文化,19,14,"[['禮儀', ['14101']]]",ㄌㄧˇ ㄧˊ,lǐyí
3802,離職,進階,第5級,3.職業,8,2,"[['離職', ['13974']]]",ㄌㄧˊ ㄓˊ,lízhí
3803,理智,進階,第5級,16.情緒、態度,21,3,"[['理智', ['14049']]]",ㄌㄧˇ ㄓˋ,lǐzhì
3804,哩,進階,第5級,核心詞,53,8,"[['哩', ['13930', '14019', '14295']]]",ㄌㄧ/ㄌㄧˇ/˙ㄌㄧ,lī/lǐ/li
3805,聯合,進階,第5級,14.社會,40,38,"[['聯合', ['14735']]]",ㄌㄧㄢˊ ㄏㄜˊ,liánhé
3806,聯合國,進階,第5級,14.社會,10,170,"[['聯合國', ['14737']]]",ㄌㄧㄢˊ ㄏㄜˊ ㄍㄨㄛˊ,liánhéguó
3807,臉頰,進階,第5級,7.身體、醫療,17,2,"[['臉頰', ['14774']]]",ㄌㄧㄢˇ ㄐㄧㄚˊ,liǎnjiá
3808,連接,進階,第5級,17.科技,30,14,"[['連接', ['14644']]]",ㄌㄧㄢˊ ㄐㄧㄝ,liánjiē
3809,聯考,進階,第5級,8.教育、學習,9,5,"[['聯考', ['14734']]]",ㄌㄧㄢˊ ㄎㄠˇ,liánkǎo
3810,臉孔,進階,第5級,7.身體、醫療,14,5,"[['臉孔', ['14769']]]",ㄌㄧㄢˇ ㄎㄨㄥˇ,liǎnkǒng
3811,連忙,進階,第5級,核心詞,34,1,"[['連忙', ['14623']]]",ㄌㄧㄢˊ ㄇㄤˊ,liánmáng
3812,聯盟,進階,第5級,14.社會,31,64,"[['聯盟', ['14724']]]",ㄌㄧㄢˊ ㄇㄥˊ,liánméng
3813,聯繫/連繫,進階,第5級,6.社交、人際,45,18,"[['聯繫', ['14750']], ['連繫', ['14647']]]",ㄌㄧㄢˊ ㄒㄧˋ ,liánxì
3814,連線,進階,第5級,17.科技,6,5,"[['連線', ['14648']]]",ㄌㄧㄢˊ ㄒㄧㄢˋ,liánxiàn
3815,聯想,進階,第5級,15.文化,22,6,"[['聯想', ['14752']]]",ㄌㄧㄢˊ ㄒㄧㄤˇ,liánxiǎng
3816,連續劇,進階,第5級,4.休閒、娛樂,5,3,"[['連續劇', ['14653']]]",ㄌㄧㄢˊ ㄒㄩˋ ㄐㄩˋ,liánxùjù
3817,量2,進階,第5級,核心詞,34,167,"[['量', ['14983']]]",ㄌㄧㄤˊ,liáng
3818,糧食,進階,第5級,10.餐飲、烹飪,29,100,"[['糧食', ['14990']]]",ㄌㄧㄤˊ ㄕˊ,liángshí
3819,涼爽,進階,第5級,5.交通、旅遊,6,8,"[['涼爽', ['14974']]]",ㄌㄧㄤˊ ㄕㄨㄤˇ,liángshuǎng
